Reading 1000 pairs.......... done!
Run list:
(1496642114, 1006092441), (1755520840, 1124109734), (1775270452,  765818411), (1292941718,  135014363), (1300273579, 1973921603), ( 768092460,  825846150), (2095488654, 1011275616), ( 624671273, 1119758080), (1946282584,  308294149), (1413696899,   72865441), 
( 340402111, 1087741185), (2093859362, 1743052888), (1088302409, 2042754161), (1877461682,  244879369), (2085519127, 1179986281), ( 899414735, 1145787032), (1600671215, 2115346198), (  87634560, 1118956208), ( 466822140,  972524724), ( 161357295,  411571339), 
(1546626167, 1643521154), (1057070062, 1279339851), ( 806188553,  908037241), (2108288311,  464760331), (1150807027,  330559676), (1874015349,  390054579), ( 682223081,  920101837), ( 865377030, 1487982734), (1557706434,  929566852), (1783936637,  390736028), 
(1880476113,   36958655), (1909246697, 1444832680), (1741134608,  247875544), ( 180040151, 1878140440), ( 867788289,  265576410), ( 728010263, 1045003654), (1861358419, 1633614962), (1031024705,  477143570), ( 729936199, 1898340518), ( 142305270,  122641780), 
( 182948560, 1685149768), ( 132101606,  398965203), (1648071035,  960971304), (1838697108,  452950616), ( 715354644,  590161931), ( 268052955,   77904769), (2103139332, 1695932510), (  71538478, 2130541365), (1545013115, 1714746793), ( 614882979, 1434591387), 
(  86597202, 1129633732), (1117856429, 2091069353), ( 332629932,  472900299), (1164420779, 1957271678), ( 749373025, 1551658961), (1942629924, 1224907376), (1969497627, 1095490391), ( 714848463, 1811285731), ( 429571901, 1519164794), (1060596564,  756545502), 
( 449316230, 1202677743), (1297400020,  221603422), ( 745987449, 1904153006), ( 831192360,  760981609), (1557933177, 2131479664), (1868783596,  434832097), (1217833910, 1190731737), (1138391097,  841237277), ( 458596810, 2097085044), ( 592482613, 1799438391), 
( 468113186, 1518193762), (1679351627,  799573029), (  77285662,   79008720), (1417140793,  440123529), (1731399670, 1831852844), (2097193934, 1302425417), (1571819362, 1868357911), (1323378544,  663310045), (1175447031, 1775479320), (2115871326,  263984746), 
(1251784530,  328526869), (1199229114,  598074770), (1988420854, 1295078273), (1667708740, 2103172104), ( 367656437,  774005333), (1672713701, 1457303781), ( 567704912,  231121087), (1040849650, 1232880060), (2029690655, 1226876828), (1106558765, 1762267503), 
( 596647023,   61411493), ( 998410891, 2064840383), (1677011438,  614711403), (  21754295,  168661668), (1382946119, 1354220036), ( 779492441,  346154593), (1171142989,  512391297), (1232422933,  423357782), (1199026394, 1218287141), ( 368963668, 1017716371), 
(1408386164,  440417623), (1393905349, 1306594864), ( 651764404, 1490227026), ( 636518562, 1697180254), (1393540966, 1764699298), (1870855346, 1592923195), (1733136752, 1887463246), (1329317393, 1944303721), (1577123698,  842145492), ( 282182577,  726617949), 
( 439948081, 1754235352), (1193220255, 1788883319), ( 786848691, 1513523611), (1372288261, 1629894356), ( 871543337, 1805517613), ( 265639923,  246098662), (1713376656, 1809753697), (2113561052,  652441536), (1401838870, 1580149379), (   8305633,  285843761), 
(1398294845, 2134069450), ( 431178704, 1116008342), ( 178718656, 1179513998), (1284175082,  917164655), (1014835768,  577116473), (1780432231, 1102816942), ( 635992956,  871303679), ( 209924282,    2759890), ( 645577676, 1094928204), (2096493203,  569238198), 
(1953072044,  682802688), (1169423016, 1371609385), ( 485817745,  222543963), ( 818374963, 2020148540), ( 274060861,    2563257), (1912035385,  465144158), (2052187114, 1708076541), (1023811983,  438548009), ( 643307560, 1465508302), ( 135182749,   30368505), 
( 800277638, 1070454915), ( 965803744, 1138735680), (1039394290, 1966764766), (  55378480,   61000091), ( 217119455,  236636539), ( 662527942, 1108086179), (  24100907,  846980614), (1810924795,  614076803), ( 146977982,  691383854), (2015432400,  416735822), 
(  97462258, 1635189852), (1594688817,  330546701), ( 143273654,  930406947), ( 367805176,  744460954), ( 315388784,  912018549), ( 371569330, 1406699566), ( 676134052,  350714266), (1809033252, 1748543419), (1793262168,  789961951), (1876374155, 1672302842), 
(  50246197,  994522129), (1843026854, 1744429122), ( 325655150, 2069469864), (1998689140, 1703226398), (2050675552,  706382530), ( 543941821,  516041372), ( 475656189, 1685783509), (1814191697, 1197695590), (2121187560, 1320587043), ( 551960850, 2141822866), 
(1753197151,  901599723), (1267629746, 1801282616), (1453581532, 1814108516), ( 760469819,  626232519), (1966956665,  602239082), (1454136147, 1322047511), (1759088406,   53653237), ( 747997499, 2049996605), ( 585702716,  902560589), ( 466470556,  856789281), 
(  28242367,  979924222), ( 909939968, 1622145488), (2090192933,  733950347), (2111438625, 1165202833), ( 477971913, 1174820581), ( 444907748, 1518535609), (2146264510, 1743067033), (1014479907, 1185225022), ( 726771572, 1343806667), (1787703854,  832410380), 
(1702538267, 1447905766), (2085035534,  861174810), (1597448906, 1618430479), (   3639182,  525921082), (1752397662, 1415785309), (1313585913, 1809734836), (1873852451, 1150653386), ( 100123043, 1963292560), ( 249720371,  433044455), ( 948342570, 1548712630), 
(1665357985, 2010535762), (2134401912, 1133303223), (1906393685,  529250023), (1033900431,  610714983), (1458560693,  188538039), (1342132995,   61066290), (  68322567,  143754683), (1696735301, 1073178155), (1183652504,  227488072), (1160311205, 1037852899), 
(1551613852,  161432130), (1127354645,  775597822), (1424082643, 1934098959), ( 473039022,  843562886), (2079287279, 1359525200), (  13281778,  441592061), ( 322868408, 2127080017), ( 193053142,   18364468), ( 370598123, 1861833019), (1668683133,   52004573), 
(1237854438,  671826447), (1243865028, 1372809697), (1503430405, 1030112338), (1440219009, 1663609713), (1062276041,   82083976), ( 401762954, 2081685726), ( 931502269, 1206938465), (1863806327, 1489348649), (  26458647,  819323572), (1164965927,  790360408), 
( 739006241,  872825903), (2064184067, 1311165326), ( 753706325,  893353418), (1005682948,  431379928), (  98165321,  685116416), (  41448053,  556040135), ( 880027728, 1895966139), (  93875320,  315193793), ( 779111900,  926920211), (1389581641, 1263233302), 
( 705207204,   17914805), (1427936580, 1086906325), (1913956746, 1105640996), ( 106066087,  167666779), ( 106443321,  669339810), ( 237390359, 1104620719), (1205395856, 1698990827), ( 199492068,  105411984), (1892359617,  902621094), (1291338252, 1408778570), 
( 425059127, 1602879643), ( 791002879, 2099170892), ( 125666107, 1891608740), (1857660199, 2096310649), ( 188055893, 2021776228), ( 548326181, 1728236609), ( 658074483, 2090852026), ( 420483291,  842277486), (1152156874, 1778540018), (2106177326,  542379966), 
( 867226495, 1121743552), (1121554567,   17732916), ( 934585605, 1196401644), (1472102941,  288510509), (1599580483, 1523779021), ( 991337972,  912204084), (1763083389, 1705858166), (1041015204, 1434423445), (1934479343, 1905389490), ( 839132633,  115184307), 
( 946060600, 1137763504), (1135934109, 1689382425), ( 391713916,  837428604), (1081441368,  923723090), ( 666948935, 1924361780), ( 153345426,  978696824), ( 439301682,  742482935), (1878946174, 1127696013), ( 609175367, 2089004443), (1126894391, 2104458380), 
( 959438629, 1056178726), (1121795526,  121376829), (1302818530, 1301816569), (1133229291,  684584139), (1753133235, 2116491211), (1009028759, 1726338838), (1046652236,  463534684), (   9471290,  856420296), ( 451755015,  461003750), (1739945665, 1974618409), 
(1406482887, 1317668433), ( 497518685,  914525362), ( 170196634, 1318733614), (1646889732,  517365859), (1978161695, 1737282144), (1922842808,  425401300), (2124505773, 1018295961), (1622982282, 1296053516), (1600402223, 1776456587), ( 337748827,  895549716), 
( 392809424, 1626159578), ( 964131688,  330895433), (1708774746, 1115043026), (1540099203,    4450933), ( 309036894, 1944753629), (1799922464, 1421309595), (1098730771,  804670898), (1872450582,  861514389), ( 338939134, 1415396173), ( 634354466, 1784744542), 
(1430228821,  717695137), (1251263018, 1938834222), (1883887395, 1853817103), (1361426758, 1323085387), (1995996715, 1293204884), (1150091134, 2047863705), (1891154829,  608338628), ( 378114131, 1136947190), ( 924905770,  985968762), ( 431108607,  991758151), 
( 510233543,  900004683), (1740085372, 2055701072), ( 689746418,  159933374), (1937107269,  256518215), ( 149766567,  671111997), ( 123002846, 1014783014), ( 716470449,  684644041), (1873227540, 1520048579), ( 245815249,  785205103), ( 280550147,  311596704), 
( 751821984, 1235665021), ( 688680924,  888261250), ( 617946675,  317000563), (2143777123, 1836384195), (2062521475, 1192269243), (1056805689,  301622119), ( 525135498,  455320600), ( 965412317, 1304137968), (  53938989,  229663710), (1572724851, 1759719921), 
(2023947484, 1948897765), ( 327049026, 1804433763), ( 516341754,   68155197), (1179003646, 1558430393), ( 440796157,  405726114), (1540797642, 1590891701), (1498813267, 1913701805), (1446942459, 1692255223), ( 608736778,  925036751), (1641921181, 1197993306), 
( 964518702, 1777203453), ( 269011382, 1935612926), ( 900418801,  520141866), (2101050956, 1958527779), ( 140507020,  789475705), ( 586800678,  514057147), ( 870751975,  591377966), ( 377526101,  235504061), ( 436600569,  520530023), (1927564656, 1224234297), 
( 327483119,   85326735), ( 790623138,  977224496), ( 355902223,  418047629), ( 545394533, 1210774048), ( 530367834, 1537892287), (1763247114, 1209685601), ( 997325043, 1705051817), ( 291406591,  230577714), (1106921538, 2074500972), ( 254912719, 1444166033), 
( 821759446,  535997431), (2005957352, 1327191501), (1264174094, 1605905151), ( 486547999, 2054526171), (1154602870,  473896111), (1510227443,  760412268), ( 989947889,  269789470), (1190473875, 1798849722), ( 952971418, 1352482948), ( 478509985, 1565554469), 
( 120278634,  180970795), (  33947059,  637098113), ( 155516314, 1023269670), ( 126439581, 1336618796), (1690273222,  732865988), ( 201728112,  407572705), ( 900463828, 1393373889), (1343774528, 1487450191), ( 256774297,  338252609), (1938925992, 1197920871), 
( 131721016, 1580553852), ( 541628430, 1484705656), ( 287891017,  330109496), ( 536284326, 2017410043), (1554342077, 1806694651), ( 515340855, 1659203886), ( 194889603,  254685692), (1496398751, 1469192546), (1804470506,  842567389), (1994645527, 1738063892), 
(2120261316, 1768142618), (1346471990,  567962045), ( 248929102, 2059281726), (1627923382, 1508579177), ( 272965842, 1795770843), ( 647612408, 1262639624), ( 192794632,  124094518), ( 704906057, 1490480518), (1451819328,  708923589), (1988503777,  669336475), 
(1498076224, 2089496921), ( 999730607, 1465975395), ( 492690157, 1931927321), (1529307606,  325169837), (1790230188, 1208306229), ( 606653173, 1142568466), ( 798176389,  796897110), (2019328809,  423322828), (1963837452,  159753943), ( 518417618,  826384194), 
( 518035711, 1323184565), (  43850520,  481120101), ( 944585646, 2053886022), ( 467212076, 2097577406), ( 196047901,  778275500), (1194534478,   11238979), (1193881578, 1440155398), (1200731281, 2034912492), (1826954992,   22120811), ( 877988960, 1340425736), 
(1328593575, 1086858647), ( 329429695,  328378958), (1488776273,  946646625), (1624221777, 1692870325), (1622535637,  837014259), (1043979037, 2102094852), (1267865961, 1779313080), ( 335563023,  301779496), ( 916962289, 1502891284), (1512732479, 1401462600), 
(1894372905,  983948757), (1317970419, 1223887513), (2127298693,  168530795), (1464283494, 1192783600), (1792883155, 1144804825), (1362551621, 1135211804), ( 564764836,  521488746), ( 167522557, 1150631408), ( 440622959, 2123683875), ( 637772470,  729204770), 
( 175268722, 1719192827), ( 862522141,  477603286), (1724595799,  658461899), ( 663220197, 1102442999), (1866265242,  126558470), ( 161136394,  716729676), ( 114672300,  695887913), ( 149503195,  123538246), ( 415169238, 1803616239), (1059438260, 2135065241), 
(1200606686,  106259788), (1582923406, 1696391569), ( 711398507,  626053654), ( 193982264,   94703136), (1422667561, 1016220803), ( 615582049, 1399025081), (1789314987, 1502916694), ( 856334684,  759522527), (  19768338,  819449303), (1231595938,   41805436), 
( 174884209,  650929798), ( 244094486,  289475314), ( 234937582,  356731791), ( 853776395,   39493361), (1834858408,  218065403), ( 330040069,  543142414), (1939240283, 1377490091), (1211728450, 1791698190), (1913696708, 1444864004), (1559792374, 1162165254), 
( 683474117, 1827613545), (2032173913,   52835363), ( 971423047, 2112332908), ( 831863393,  239323465), (1795880674, 1901968324), (1180113998, 1790559069), (1890980413,  431244284), ( 225614826, 1435342689), ( 115917878, 1488103919), (1225675916, 1081925700), 
( 356766657, 1086254838), ( 693672160, 1758926710), ( 528142992, 1913307358), ( 995332713, 1260511549), (1094587510, 1943245723), (  44080577,  837348554), (1990945163, 1241877694), (    699302,  557334537), (1889920783,   96584870), (1670346420, 1575089978), 
( 889506574,  324482424), ( 716696050, 1357817923), (1252604616,   49206223), (1795122190,  102313411), ( 838541261,  237673778), ( 129635175,  136640998), (1761407978,  426225737), ( 347742926, 1464847611), (1000769478, 1888704206), ( 606357259, 1019101125), 
( 539419722,   19073348), (1091751200,  973289875), (1593644740, 1316984937), (1438130512, 1410511377), (1197990858, 1673736300), (1030747870, 2059339484), ( 797753568,   20603357), (1126149269, 1266793687), (  11901143, 1155019880), (1267048970, 1904145727), 
( 263553787,  272452416), (1805085091, 1608779391), (  16036074, 1768018779), ( 708789077,  705757379), (2025009988,  409118563), ( 791167024,  906842702), (1467138312, 1080124774), ( 485079708,  204949387), (1111988664,  884437587), (1455523679,   40805092), 
( 916475458, 1249644325), (1941789541,   53092437), (1797554333, 1703763931), ( 468912702,  824712383), ( 997904949,   34377773), ( 329770342,  639241468), (1622512903, 2035077632), ( 821494856,  239804598), ( 900117386, 1128622485), (2120651007, 1606535415), 
(1191866196, 1944508291), (1224483297, 1838957183), (1874412151,  874693738), (1517290427,  384316376), (1090560943, 2000106083), ( 532643036, 1383412522), (1995623741,  742158393), (2062434515, 1438801870), ( 945662608,  718687833), (  29793528,  406251428), 
(1666745512,  486015369), (1741216171, 1920308260), ( 626586938,  602624858), (1418297438,  431716149), ( 531534994, 2039129182), (1708046931,  921258944), (1463149115, 1302202392), ( 503090212, 1507338754), ( 827460704,  517687991), (2118141447,  145301412), 
(1002292720, 1352202370), ( 217751758,  720341899), (  11730820,  999589648), ( 126439343,  285664624), ( 665442047, 2072726591), (  18811592, 1462974766), ( 551440889,  942056162), ( 746264160, 1697425885), ( 507331291,  714795319), ( 313490157, 1220940962), 
( 391641290,  514431262), (1959154137,  770613060), ( 431959620,  804675082), ( 448144131,  827208317), ( 617924235,   52367542), (1291133703, 1340941333), (1390716356,  994502807), ( 991664701,  841400495), ( 210010078, 1796499220), ( 236264577,  325505377), 
( 159032883, 1109556342), (1717628343,   78787845), (1551621104,  907319968), ( 103890701, 1285188945), (1270881588, 1743632766), (1743361278,  569126823), ( 895385849,   86666558), (    785945,   56158636), (1058008501, 1702752832), (1806007941, 1786474906), 
( 314115263,  592593613), (1256799299,  455567957), (1727717491, 1908089482), ( 110820401, 1321467710), ( 316338452, 1832661930), (1125666770, 2071021514), (1851898996,  691142117), (1042343886, 2000224977), (1051768916,  960367404), (1501427514,  928645542), 
(1854876555, 1983242776), ( 280522647, 1806620394), (1378732520, 1065695781), ( 467558812,  900680992), ( 933349079, 2024990115), (2103918259, 1004341503), (  59142854,   35190119), (1016543043, 1492849546), ( 411444036, 1854915140), ( 199325106,  658529248), 
(1278866926,  880543804), ( 452560424,  665149651), ( 652261897,  457174901), (1424202516, 1160558138), ( 808228078,  607062765), (1255396975, 1943437829), ( 117964073,  806716652), ( 163358658,  746533141), ( 102854751,  541205820), ( 485234408,   56158152), 
( 874402802,  873683226), (2086144915,  467673685), (1068802149, 1640451306), ( 648653199,  936064221), (1208744832, 1813966764), ( 664246729,  570752829), ( 822422835, 1934889010), (1246715917,  914505892), (1132019515, 1117941773), ( 925737361, 1157788391), 
(1497303941,  424918091), (1051033653,  279646615), (1437091157,  806274018), ( 256303750,  719215822), ( 702881061,  971591658), ( 395558023, 1794956236), ( 619656013,  574452109), (1425308975, 1094831941), (1337672039, 1157720510), (1299920048,  640351094), 
( 368185967, 1694679723), (1982205820, 1706753533), (2044736940,  475293426), (1165000200,  109513573), ( 345826386,  168796822), ( 827565389,  225400962), ( 577223139, 2067286447), (1502976018, 1546834818), (1527617368, 1349760227), ( 501725420, 1834844350)

(1496642114, 1006092441), (1755520840, 1124109734), (1775270452,  765818411), (1292941718,  135014363), (1300273579, 1973921603), ( 768092460,  825846150), (2095488654, 1011275616), ( 624671273, 1119758080), (1946282584,  308294149), (1413696899,   72865441), 
( 588428996, 1321369255), (1347989633, 1965055254), (1781788972, 1731086945), (1033039114, 1511880056), (1648102577,   98102124), (1430291104,  702237981), ( 810860314,  445812304), ( 399562794,  330439467), ( 652862588,  672091353), (1804367476, 1661378544), 
(1903117726,  218316491), (1713133430, 2119550963), ( 211642649,  162628693), (  57688662, 1119563465), (1260743489, 1087265349), ( 132387886, 2060628393), ( 627817670, 1960059904), (1310987662,  847579581), ( 370803737, 1100712751), (1104165056,  635388477), 
(1110961551,  288780600), (1165919437,  202730044), ( 763027014,  223224435), (1158436161, 2140146239), ( 983365066, 1281643288), ( 871278257, 1082442131), ( 928688758, 2067213817), ( 929132536,  340382554), ( 889701531, 1101556979), (1019603012,   12888937), 
(1820004450,  611803941), (1002435028,  598968020), (1855012465,  572395741), (1681014141, 1706159173), (1616291663, 1276194134), (2035925745, 1234718736), (  52963719,  476266019), ( 386398654,  396790790), (1227551374, 1185588329), ( 614217495,  622429964), 
( 895175268, 1161472974), ( 852225109, 1996206186), (1207069180, 1654625076), ( 105516603,   24160995), ( 916671579, 2126360357), ( 230510844, 1132182408), ( 815691394, 1343449612), (  69565692, 2105633868), (1863111180, 1628330535), (2131741784, 1157901910), 
(1366388374,  151213375), ( 683287847,  870038553), (1166172642,  568948245), (1718975613, 1930941220), (1004050105,  957888410), ( 721885747, 1657644473), (1740015251, 2095607270), ( 882437480,  483428382), ( 196485623,  632849637), (1999166918,  343241142), 
( 301835171,  457401552), (1925650820,  289503694), ( 804994666,  369789026), ( 901996590, 1186171959), (1465391584, 2082677958), (1259955750, 1193863576), ( 837942711,  989210449), (1415317737,  321693567), (1777089511, 1546860788), ( 273657873,   80892988), 
(2114414992,  389477231), ( 217294622, 1461423725), (1645233822,  503563333), (1174030323,  146304088), ( 723874864, 1730031987), (1856010785, 1538475771), ( 125068728,  838580190), ( 678682342,  816254179), (1125976290,  148171663), (1696086514, 2109801663), 
( 403486773, 2113573281), ( 886810351,  577586099), ( 174061690, 1684912117), (1085933503, 1442722668), ( 279662815, 1171956395), ( 820983682, 1937720311), (1211830746, 1399257935), (1053323870, 1620204881), (1964649166,  321049045), ( 860132861, 1359510718), 
( 245367407,  154974022), ( 287538900,  632637913), ( 396703205,  489209399), ( 724846120,  673027951), (  41907890, 2065343740), (1719836881, 1631645706), (1635012435,  821215648), (1757621948, 1299075662), ( 589495975, 1205743506), (1919860529,  718502151), 
( 442844690,  424268575), ( 619488729,  627551997), ( 317139553,  540569251), (1962680445,  498152078), ( 824563563,  111913342), ( 151813518, 1280694521), (1591043708,  781199559), (1126470503,   17210746), (  51229552, 2004656578), ( 932768852, 1042689049), 
(1184768161, 2133057041), (1319191378, 1874491457), ( 607680897,  530173356), (1401724307, 2125020947), (  79866886, 1741400721), ( 769970376,    4170103), ( 664777928, 1359670842), ( 146844188, 1093975543), ( 380588523, 1881895123), ( 606426625, 1829187146), 
(1724180669, 1662284327), ( 332831918,  286629041), (  69551646,  968143965), ( 692473699, 1008886020), (1244364194,  457800807), (1241674353, 2034366859), ( 671396728, 1738059829), (1911731197, 1735701389), ( 282253576,  343793324), ( 561289086,  747316136), 
