Using variation 2
Reading 100000 pairs.......... done!
Run list:
(1880476113,   36958655), (1909246697, 1444832680), (1741134608,  247875544), ( 180040151, 1878140440), ( 867788289,  265576410), ( 728010263, 1045003654), (1861358419, 1633614962), (1031024705,  477143570), ( 729936199, 1898340518), ( 142305270,  122641780), 
( 182948560, 1685149768), ( 132101606,  398965203), (1648071035,  960971304), (1838697108,  452950616), ( 715354644,  590161931), ( 268052955,   77904769), (2103139332, 1695932510), (  71538478, 2130541365), (1545013115, 1714746793), ( 614882979, 1434591387), 
(  86597202, 1129633732), (1117856429, 2091069353), ( 332629932,  472900299), (1164420779, 1957271678), ( 749373025, 1551658961), (1942629924, 1224907376), (1969497627, 1095490391), ( 714848463, 1811285731), ( 429571901, 1519164794), (1060596564,  756545502), 
( 449316230, 1202677743), (1297400020,  221603422), ( 745987449, 1904153006), ( 831192360,  760981609), (1557933177, 2131479664), (1868783596,  434832097), (1217833910, 1190731737), (1138391097,  841237277), ( 458596810, 2097085044), ( 592482613, 1799438391), 
( 468113186, 1518193762), (1679351627,  799573029), (  77285662,   79008720), (1417140793,  440123529), (1731399670, 1831852844), (2097193934, 1302425417), (1571819362, 1868357911), (1323378544,  663310045), (1175447031, 1775479320), (2115871326,  263984746), 
(1251784530,  328526869), (1199229114,  598074770), (1988420854, 1295078273), (1667708740, 2103172104), ( 367656437,  774005333), (1672713701, 1457303781), ( 567704912,  231121087), (1040849650, 1232880060), (2029690655, 1226876828), (1106558765, 1762267503), 
( 596647023,   61411493), ( 998410891, 2064840383), (1677011438,  614711403), (  21754295,  168661668), (1382946119, 1354220036), ( 779492441,  346154593), (1171142989,  512391297), (1232422933,  423357782), (1199026394, 1218287141), ( 368963668, 1017716371), 
(1408386164,  440417623), (1393905349, 1306594864), ( 651764404, 1490227026), ( 636518562, 1697180254), (1393540966, 1764699298), (1870855346, 1592923195), (1733136752, 1887463246), (1329317393, 1944303721), (1577123698,  842145492), ( 282182577,  726617949), 
( 439948081, 1754235352), (1193220255, 1788883319), ( 786848691, 1513523611), (1372288261, 1629894356), ( 871543337, 1805517613), ( 265639923,  246098662), (1713376656, 1809753697), (2113561052,  652441536), (1401838870, 1580149379), (   8305633,  285843761), 
(1398294845, 2134069450), ( 431178704, 1116008342), ( 178718656, 1179513998), (1284175082,  917164655), (1014835768,  577116473), (1780432231, 1102816942), ( 635992956,  871303679), ( 209924282,    2759890), ( 645577676, 1094928204), (2096493203,  569238198), 
(1953072044,  682802688), (1169423016, 1371609385), ( 485817745,  222543963), ( 818374963, 2020148540), ( 274060861,    2563257), (1912035385,  465144158), (2052187114, 1708076541), (1023811983,  438548009), ( 643307560, 1465508302), ( 135182749,   30368505), 
( 800277638, 1070454915), ( 965803744, 1138735680), (1039394290, 1966764766), (  55378480,   61000091), ( 217119455,  236636539), ( 662527942, 1108086179), (  24100907,  846980614), (1810924795,  614076803), ( 146977982,  691383854), (2015432400,  416735822), 
(  97462258, 1635189852), (1594688817,  330546701), ( 143273654,  930406947), ( 367805176,  744460954), ( 315388784,  912018549), ( 371569330, 1406699566), ( 676134052,  350714266), (1809033252, 1748543419), (1793262168,  789961951), (1876374155, 1672302842), 
(  50246197,  994522129), (1843026854, 1744429122), ( 325655150, 2069469864), (1998689140, 1703226398), (2050675552,  706382530), ( 543941821,  516041372), ( 475656189, 1685783509), (1814191697, 1197695590), (2121187560, 1320587043), ( 551960850, 2141822866), 
(1753197151,  901599723), (1267629746, 1801282616), (1453581532, 1814108516), ( 760469819,  626232519), (1966956665,  602239082), (1454136147, 1322047511), (1759088406,   53653237), ( 747997499, 2049996605), ( 585702716,  902560589), ( 466470556,  856789281), 
(  28242367,  979924222), ( 909939968, 1622145488), (2090192933,  733950347), (2111438625, 1165202833), ( 477971913, 1174820581), ( 444907748, 1518535609), (2146264510, 1743067033), (1014479907, 1185225022), ( 726771572, 1343806667), (1787703854,  832410380), 
(1702538267, 1447905766), (2085035534,  861174810), (1597448906, 1618430479), (   3639182,  525921082), (1752397662, 1415785309), (1313585913, 1809734836), (1873852451, 1150653386), ( 100123043, 1963292560), ( 249720371,  433044455), ( 948342570, 1548712630), 
(1665357985, 2010535762), (2134401912, 1133303223), (1906393685,  529250023), (1033900431,  610714983), (1458560693,  188538039), (1342132995,   61066290), (  68322567,  143754683), (1696735301, 1073178155), (1183652504,  227488072), (1160311205, 1037852899), 
(1551613852,  161432130), (1127354645,  775597822), (1424082643, 1934098959), ( 473039022,  843562886), (2079287279, 1359525200), (  13281778,  441592061), ( 322868408, 2127080017), ( 193053142,   18364468), ( 370598123, 1861833019), (1668683133,   52004573), 
(1237854438,  671826447), (1243865028, 1372809697), (1503430405, 1030112338), (1440219009, 1663609713), (1062276041,   82083976), ( 401762954, 2081685726), ( 931502269, 1206938465), (1863806327, 1489348649), (  26458647,  819323572), (1164965927,  790360408), 
( 739006241,  872825903), (2064184067, 1311165326), ( 753706325,  893353418), (1005682948,  431379928), (  98165321,  685116416), (  41448053,  556040135), ( 880027728, 1895966139), (  93875320,  315193793), ( 779111900,  926920211), (1389581641, 1263233302), 
( 705207204,   17914805), (1427936580, 1086906325), (1913956746, 1105640996), ( 106066087,  167666779), ( 106443321,  669339810), ( 237390359, 1104620719), (1205395856, 1698990827), ( 199492068,  105411984), (1892359617,  902621094), (1291338252, 1408778570), 
( 425059127, 1602879643), ( 791002879, 2099170892), ( 125666107, 1891608740), (1857660199, 2096310649), ( 188055893, 2021776228), ( 548326181, 1728236609), ( 658074483, 2090852026), ( 420483291,  842277486), (1152156874, 1778540018), (2106177326,  542379966), 
( 867226495, 1121743552), (1121554567,   17732916), ( 934585605, 1196401644), (1472102941,  288510509), (1599580483, 1523779021), ( 991337972,  912204084), (1763083389, 1705858166), (1041015204, 1434423445), (1934479343, 1905389490), ( 839132633,  115184307), 
( 946060600, 1137763504), (1135934109, 1689382425), ( 391713916,  837428604), (1081441368,  923723090), ( 666948935, 1924361780), ( 153345426,  978696824), ( 439301682,  742482935), (1878946174, 1127696013), ( 609175367, 2089004443), (1126894391, 2104458380), 
( 959438629, 1056178726), (1121795526,  121376829), (1302818530, 1301816569), (1133229291,  684584139), (1753133235, 2116491211), (1009028759, 1726338838), (1046652236,  463534684), (   9471290,  856420296), ( 451755015,  461003750), (1739945665, 1974618409), 
(1406482887, 1317668433), ( 497518685,  914525362), ( 170196634, 1318733614), (1646889732,  517365859), (1978161695, 1737282144), (1922842808,  425401300), (2124505773, 1018295961), (1622982282, 1296053516), (1600402223, 1776456587), ( 337748827,  895549716), 
( 392809424, 1626159578), ( 964131688,  330895433), (1708774746, 1115043026), (1540099203,    4450933), ( 309036894, 1944753629), (1799922464, 1421309595), (1098730771,  804670898), (1872450582,  861514389), ( 338939134, 1415396173), ( 634354466, 1784744542), 
(1430228821,  717695137), (1251263018, 1938834222), (1883887395, 1853817103), (1361426758, 1323085387), (1995996715, 1293204884), (1150091134, 2047863705), (1891154829,  608338628), ( 378114131, 1136947190), ( 924905770,  985968762), ( 431108607,  991758151), 
( 510233543,  900004683), (1740085372, 2055701072), ( 689746418,  159933374), (1937107269,  256518215), ( 149766567,  671111997), ( 123002846, 1014783014), ( 716470449,  684644041), (1873227540, 1520048579), ( 245815249,  785205103), ( 280550147,  311596704), 
( 751821984, 1235665021), ( 688680924,  888261250), ( 617946675,  317000563), (2143777123, 1836384195), (2062521475, 1192269243), (1056805689,  301622119), ( 525135498,  455320600), ( 965412317, 1304137968), (  53938989,  229663710), (1572724851, 1759719921), 
(2023947484, 1948897765), ( 327049026, 1804433763), ( 516341754,   68155197), (1179003646, 1558430393), ( 440796157,  405726114), (1540797642, 1590891701), (1498813267, 1913701805), (1446942459, 1692255223), ( 608736778,  925036751), (1641921181, 1197993306), 
( 964518702, 1777203453), ( 269011382, 1935612926), ( 900418801,  520141866), (2101050956, 1958527779), ( 140507020,  789475705), ( 586800678,  514057147), ( 870751975,  591377966), ( 377526101,  235504061), ( 436600569,  520530023), (1927564656, 1224234297), 
( 327483119,   85326735), ( 790623138,  977224496), ( 355902223,  418047629), ( 545394533, 1210774048), ( 530367834, 1537892287), (1763247114, 1209685601), ( 997325043, 1705051817), ( 291406591,  230577714), (1106921538, 2074500972), ( 254912719, 1444166033), 
( 821759446,  535997431), (2005957352, 1327191501), (1264174094, 1605905151), ( 486547999, 2054526171), (1154602870,  473896111), (1510227443,  760412268), ( 989947889,  269789470), (1190473875, 1798849722), ( 952971418, 1352482948), ( 478509985, 1565554469), 
( 120278634,  180970795), (  33947059,  637098113), ( 155516314, 1023269670), ( 126439581, 1336618796), (1690273222,  732865988), ( 201728112,  407572705), ( 900463828, 1393373889), (1343774528, 1487450191), ( 256774297,  338252609), (1938925992, 1197920871), 
( 131721016, 1580553852), ( 541628430, 1484705656), ( 287891017,  330109496), ( 536284326, 2017410043), (1554342077, 1806694651), ( 515340855, 1659203886), ( 194889603,  254685692), (1496398751, 1469192546), (1804470506,  842567389), (1994645527, 1738063892), 
(2120261316, 1768142618), (1346471990,  567962045), ( 248929102, 2059281726), (1627923382, 1508579177), ( 272965842, 1795770843), ( 647612408, 1262639624), ( 192794632,  124094518), ( 704906057, 1490480518), (1451819328,  708923589), (1988503777,  669336475), 
(1498076224, 2089496921), ( 999730607, 1465975395), ( 492690157, 1931927321), (1529307606,  325169837), (1790230188, 1208306229), ( 606653173, 1142568466), ( 798176389,  796897110), (2019328809,  423322828), (1963837452,  159753943), ( 518417618,  826384194), 
( 518035711, 1323184565), (  43850520,  481120101), ( 944585646, 2053886022), ( 467212076, 2097577406), ( 196047901,  778275500), (1194534478,   11238979), (1193881578, 1440155398), (1200731281, 2034912492), (1826954992,   22120811), ( 877988960, 1340425736), 
(1328593575, 1086858647), ( 329429695,  328378958), (1488776273,  946646625), (1624221777, 1692870325), (1622535637,  837014259), (1043979037, 2102094852), (1267865961, 1779313080), ( 335563023,  301779496), ( 916962289, 1502891284), (1512732479, 1401462600), 
(1894372905,  983948757), (1317970419, 1223887513), (2127298693,  168530795), (1464283494, 1192783600), (1792883155, 1144804825), (1362551621, 1135211804), ( 564764836,  521488746), ( 167522557, 1150631408), ( 440622959, 2123683875), ( 637772470,  729204770), 
( 175268722, 1719192827), ( 862522141,  477603286), (1724595799,  658461899), ( 663220197, 1102442999), (1866265242,  126558470), ( 161136394,  716729676), ( 114672300,  695887913), ( 149503195,  123538246), ( 415169238, 1803616239), (1059438260, 2135065241), 
(1200606686,  106259788), (1582923406, 1696391569), ( 711398507,  626053654), ( 193982264,   94703136), (1422667561, 1016220803), ( 615582049, 1399025081), (1789314987, 1502916694), ( 856334684,  759522527), (  19768338,  819449303), (1231595938,   41805436), 
( 174884209,  650929798), ( 244094486,  289475314), ( 234937582,  356731791), ( 853776395,   39493361), (1834858408,  218065403), ( 330040069,  543142414), (1939240283, 1377490091), (1211728450, 1791698190), (1913696708, 1444864004), (1559792374, 1162165254), 
( 683474117, 1827613545), (2032173913,   52835363), ( 971423047, 2112332908), ( 831863393,  239323465), (1795880674, 1901968324), (1180113998, 1790559069), (1890980413,  431244284), ( 225614826, 1435342689), ( 115917878, 1488103919), (1225675916, 1081925700), 
( 356766657, 1086254838), ( 693672160, 1758926710), ( 528142992, 1913307358), ( 995332713, 1260511549), (1094587510, 1943245723), (  44080577,  837348554), (1990945163, 1241877694), (    699302,  557334537), (1889920783,   96584870), (1670346420, 1575089978), 
( 889506574,  324482424), ( 716696050, 1357817923), (1252604616,   49206223), (1795122190,  102313411), ( 838541261,  237673778), ( 129635175,  136640998), (1761407978,  426225737), ( 347742926, 1464847611), (1000769478, 1888704206), ( 606357259, 1019101125), 
( 539419722,   19073348), (1091751200,  973289875), (1593644740, 1316984937), (1438130512, 1410511377), (1197990858, 1673736300), (1030747870, 2059339484), ( 797753568,   20603357), (1126149269, 1266793687), (  11901143, 1155019880), (1267048970, 1904145727), 
( 263553787,  272452416), (1805085091, 1608779391), (  16036074, 1768018779), ( 708789077,  705757379), (2025009988,  409118563), ( 791167024,  906842702), (1467138312, 1080124774), ( 485079708,  204949387), (1111988664,  884437587), (1455523679,   40805092), 
( 916475458, 1249644325), (1941789541,   53092437), (1797554333, 1703763931), ( 468912702,  824712383), ( 997904949,   34377773), ( 329770342,  639241468), (1622512903, 2035077632), ( 821494856,  239804598), ( 900117386, 1128622485), (2120651007, 1606535415), 
(1191866196, 1944508291), (1224483297, 1838957183), (1874412151,  874693738), (1517290427,  384316376), (1090560943, 2000106083), ( 532643036, 1383412522), (1995623741,  742158393), (2062434515, 1438801870), ( 945662608,  718687833), (  29793528,  406251428), 
(1666745512,  486015369), (1741216171, 1920308260), ( 626586938,  602624858), (1418297438,  431716149), ( 531534994, 2039129182), (1708046931,  921258944), (1463149115, 1302202392), ( 503090212, 1507338754), ( 827460704,  517687991), (2118141447,  145301412), 
(1002292720, 1352202370), ( 217751758,  720341899), (  11730820,  999589648), ( 126439343,  285664624), ( 665442047, 2072726591), (  18811592, 1462974766), ( 551440889,  942056162), ( 746264160, 1697425885), ( 507331291,  714795319), ( 313490157, 1220940962), 
( 391641290,  514431262), (1959154137,  770613060), ( 431959620,  804675082), ( 448144131,  827208317), ( 617924235,   52367542), (1291133703, 1340941333), (1390716356,  994502807), ( 991664701,  841400495), ( 210010078, 1796499220), ( 236264577,  325505377), 
( 159032883, 1109556342), (1717628343,   78787845), (1551621104,  907319968), ( 103890701, 1285188945), (1270881588, 1743632766), (1743361278,  569126823), ( 895385849,   86666558), (    785945,   56158636), (1058008501, 1702752832), (1806007941, 1786474906), 
( 314115263,  592593613), (1256799299,  455567957), (1727717491, 1908089482), ( 110820401, 1321467710), ( 316338452, 1832661930), (1125666770, 2071021514), (1851898996,  691142117), (1042343886, 2000224977), (1051768916,  960367404), (1501427514,  928645542), 
(1854876555, 1983242776), ( 280522647, 1806620394), (1378732520, 1065695781), ( 467558812,  900680992), ( 933349079, 2024990115), (2103918259, 1004341503), (  59142854,   35190119), (1016543043, 1492849546), ( 411444036, 1854915140), ( 199325106,  658529248), 
(1278866926,  880543804), ( 452560424,  665149651), ( 652261897,  457174901), (1424202516, 1160558138), ( 808228078,  607062765), (1255396975, 1943437829), ( 117964073,  806716652), ( 163358658,  746533141), ( 102854751,  541205820), ( 485234408,   56158152), 
( 874402802,  873683226), (2086144915,  467673685), (1068802149, 1640451306), ( 648653199,  936064221), (1208744832, 1813966764), ( 664246729,  570752829), ( 822422835, 1934889010), (1246715917,  914505892), (1132019515, 1117941773), ( 925737361, 1157788391), 
(1497303941,  424918091), (1051033653,  279646615), (1437091157,  806274018), ( 256303750,  719215822), ( 702881061,  971591658), ( 395558023, 1794956236), ( 619656013,  574452109), (1425308975, 1094831941), (1337672039, 1157720510), (1299920048,  640351094), 
( 368185967, 1694679723), (1982205820, 1706753533), (2044736940,  475293426), (1165000200,  109513573), ( 345826386,  168796822), ( 827565389,  225400962), ( 577223139, 2067286447), (1502976018, 1546834818), (1527617368, 1349760227), ( 501725420, 1834844350), 
(1442082051, 1591924632), (1618213120,  721568596), ( 982387505,  226446309), ( 869873550,  575617397), (2082597266, 1850435660), ( 899056173, 1385004158), (1659766105,  330653480), (1410692565, 1487635655), ( 525251105, 1643980775), (1091797153,  909302078), 
( 718098837,  467510775), (1343896657, 1958252210), ( 875971022, 1818806657), (    441744, 1695080175), (1469421178,  738623959), (1915737082,  980268941), (1657470145,  566678957), ( 202074843, 1105214600), (1702131174,    6750473), (  91412152, 1971682958), 
(1300248751, 1610182907), ( 594945934,  729144603), (1328904581, 1924194572), (1574857691,  562015301), (1503935834,  917402230), ( 833553504,  604295766), (1453074253, 1652726040), (1605767331,  293809438), (1999257870, 1329684007), (1451985974, 2041076486), 
(1272833538,  489243813), ( 143640762,  412097507), (1758752038, 1425897361), (1857596577, 1850601871), (1446779315, 1166195170), (1985872565,  829538360), ( 205378181, 1555011635), ( 463784539, 1600601718), ( 999164988, 1017081918), (1878625430,  648059165), 
( 562331166, 1292397066), (1269412302, 1853624023), ( 679148994,  146054882), (1827387469,  977558384), ( 331570541, 1182673420), (1099344781,  680290031), (2018779449, 1046357813), ( 495468595, 1314247784), (1085039355,  186569389), ( 488269016,  779254931), 
(2102300898, 1734382423), (1927762829,  211884059), (1087527646, 1726089821), (1655505948, 1558493622), (1213029061, 1807426726), ( 653230863,  245853177), ( 795021110,  394997256), (  59383153, 1947709160), (1894481211, 2027542077), (1141889366,   91303246), 
(1920020657,  878397333), (1705685787, 1076896210), (1568009063, 1778858864), ( 765057901, 1647313860), (  47085320,  378734696), (1805594122, 1091896251), ( 188054968,  812559953), ( 666593609, 2105586655), ( 868574592, 1091887073), (2096725594, 1382119429), 
(1442383465,  984491565), (1597564493, 1073559935), (2077462378, 1217847770), ( 232189907, 1398201008), (1081034241, 1566071312), (1906775494, 1236191842), (1003708579,  997513517), ( 658129514, 1328458455), (1003545556,  987147069), (1968518000,  447724703), 
( 128338452,  165821995), (1859497662,  615291182), (1887076992,  723199927), (  21425136,  984457516), (1840160307, 1842100518), ( 788845212,  778081930), (  85373040,  602049723), ( 896424279, 1630219865), (1061790081, 1390125288), (1595326843, 1791535705), 
(1735912540,  550916419), (1110837158,  491935314), (1482263306, 1045889337), ( 719847680,  602087717), ( 333621703,  187601028), (1897589060, 2117480865), (1740603624,  933530973), (2067562876,  395340566), (1569144192,  569647217), ( 739668873,  980749738), 
( 922066113,  797718164), (2104074857,  527773293), ( 909900322, 1643281463), ( 100170551, 1487562541), (1915282500, 1755942553), ( 732970737, 1490829833), (1990663316, 1840896702), (1112624380, 1458628807), (1886604719, 1603132963), (1427541608, 1290315750), 
( 640211081, 1972442414), (1569432050, 1398044018), (2074459212,  842145639), ( 624051404,  409441177), (1122322689,  528989544), ( 345415711,  864293632), ( 403835120,  146339988), ( 747803468,  335702230), ( 164527302, 1868044425), (1835003637, 1292106916), 
(1294270074, 2089862741), (1749678270, 2081473002), (1046378224,  781783403), (1047367634,  219130218), (1824541274,   23432787), (1247314471,  414865985), (1930500962, 1417695011), ( 923269761,  546024121), (1539610888, 1277364656), (1098228535, 1705585889), 
(1360941898, 1849957251), (1733564855,  474469080), (1503363720, 1004970893), (1091189450,  984310508), (1614012837,  109935002), (1209881495,  615586662), (1217496813, 1093757829), (1229626216, 1928676898), (1328518073,  232397871), (1122985519,  370389985), 
(1973428947, 1183461424), (1864402886,  365125469), ( 994642329, 1116627018), ( 975212537,  744289312), (1621604323,  402616737), (1683304259, 2111595796), (2024532644,  413621163), ( 281770074,  725446361), (  67738963, 1268338664), (2135636588,   29571545), 
